sample_id,category,split,question_type,difficulty,bus_system,scenario_id,human_authored,expert_validated,physics_valid,power_balance_error_MW,annotator_1,annotator_2,annotator_3,expert_mean,inter_rater_kappa,hallucination_flag,hallucination_category,bleu_score,rouge_l,bertscore,data_generation_method,creation_date
DF_0137,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0137,True,True,True,0.0,4,5,5,4.67,0.78,False,none,0.329,0.524,0.853,physics-constrained synthetic generation,2024-01-01
DF_0138,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0138,True,True,True,0.0,3,4,3,3.33,0.83,False,none,0.372,0.428,0.828,physics-constrained synthetic generation,2024-01-01
DF_0139,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0139,True,True,True,0.0,3,4,4,3.67,0.8,False,none,0.338,0.494,0.857,physics-constrained synthetic generation,2024-01-01
DF_0140,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0140,True,True,True,0.0,5,3,4,4.0,0.77,False,none,0.32,0.513,0.836,physics-constrained synthetic generation,2024-01-01
DF_0141,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0141,True,True,True,0.0,5,3,4,4.0,0.75,False,none,0.368,0.49,0.851,physics-constrained synthetic generation,2024-01-01
DF_0142,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0142,True,True,True,0.0,4,5,4,4.33,0.81,False,none,0.4,0.464,0.825,physics-constrained synthetic generation,2024-01-01
DF_0143,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0143,True,True,True,0.0,4,5,3,4.0,0.83,False,none,0.33,0.463,0.839,physics-constrained synthetic generation,2024-01-01
DF_0144,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0144,True,True,True,0.0,4,3,3,3.33,0.76,False,none,0.324,0.476,0.839,physics-constrained synthetic generation,2024-01-01
DF_0145,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0145,True,True,True,0.0,3,4,4,3.67,0.8,False,none,0.371,0.436,0.841,physics-constrained synthetic generation,2024-01-01
DF_0146,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0146,True,True,True,0.0,4,3,5,4.0,0.77,False,none,0.354,0.5,0.834,physics-constrained synthetic generation,2024-01-01
DF_0147,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0147,True,True,True,0.0,4,3,3,3.33,0.77,False,none,0.351,0.462,0.84,physics-constrained synthetic generation,2024-01-01
DF_0148,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0148,True,True,True,0.0,4,3,4,3.67,0.83,False,none,0.382,0.459,0.856,physics-constrained synthetic generation,2024-01-01
DF_0149,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0149,True,True,True,0.0,3,3,4,3.33,0.75,False,none,0.364,0.536,0.835,physics-constrained synthetic generation,2024-01-01
DF_0150,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0150,True,True,True,0.0,3,4,5,4.0,0.83,False,none,0.352,0.483,0.831,physics-constrained synthetic generation,2024-01-01
DF_0151,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0151,True,True,True,0.0,4,4,5,4.33,0.76,False,none,0.382,0.422,0.823,physics-constrained synthetic generation,2024-01-01
DF_0152,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0152,True,True,True,0.0,3,4,5,4.0,0.78,False,none,0.34,0.542,0.831,physics-constrained synthetic generation,2024-01-01
DF_0153,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0153,True,True,True,0.0,4,5,3,4.0,0.77,False,none,0.375,0.522,0.833,physics-constrained synthetic generation,2024-01-01
DF_0154,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0154,True,True,True,0.0,5,5,4,4.67,0.81,False,none,0.407,0.499,0.846,physics-constrained synthetic generation,2024-01-01
DF_0155,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0155,True,True,True,0.0,5,3,3,3.67,0.81,False,none,0.338,0.421,0.842,physics-constrained synthetic generation,2024-01-01
DF_0156,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0156,True,True,True,0.0,3,5,4,4.0,0.77,False,none,0.373,0.497,0.838,physics-constrained synthetic generation,2024-01-01
DF_0157,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0157,True,True,True,0.0,5,5,5,5.0,0.83,False,none,0.404,0.501,0.835,physics-constrained synthetic generation,2024-01-01
DF_0158,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0158,True,True,True,0.0,5,4,3,4.0,0.83,False,none,0.37,0.502,0.837,physics-constrained synthetic generation,2024-01-01
DF_0159,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0159,True,True,True,0.0,5,4,3,4.0,0.77,False,none,0.389,0.534,0.832,physics-constrained synthetic generation,2024-01-01
DF_0160,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0160,True,True,True,0.0,4,4,4,4.0,0.79,False,none,0.323,0.508,0.834,physics-constrained synthetic generation,2024-01-01
DF_0161,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0161,True,True,True,0.0,3,3,5,3.67,0.79,False,none,0.368,0.54,0.836,physics-constrained synthetic generation,2024-01-01
DF_0162,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0162,True,True,True,0.0,5,3,4,4.0,0.79,False,none,0.346,0.431,0.834,physics-constrained synthetic generation,2024-01-01
DF_0163,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0163,True,True,True,0.0,5,4,5,4.67,0.74,False,none,0.412,0.469,0.826,physics-constrained synthetic generation,2024-01-01
DF_0164,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0164,True,True,True,0.0,4,4,3,3.67,0.75,False,none,0.413,0.422,0.845,physics-constrained synthetic generation,2024-01-01
DF_0165,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0165,True,True,True,0.0,4,3,3,3.33,0.76,False,none,0.312,0.491,0.837,physics-constrained synthetic generation,2024-01-01
DF_0166,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0166,True,True,True,0.0,3,5,5,4.33,0.78,False,none,0.409,0.439,0.834,physics-constrained synthetic generation,2024-01-01
DF_0167,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0167,True,True,True,0.0,3,4,3,3.33,0.78,False,none,0.322,0.442,0.846,physics-constrained synthetic generation,2024-01-01
DF_0168,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0168,True,True,True,0.0,5,3,3,3.67,0.83,False,none,0.393,0.482,0.834,physics-constrained synthetic generation,2024-01-01
DF_0169,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0169,True,True,True,0.0,5,4,4,4.33,0.83,False,none,0.323,0.489,0.853,physics-constrained synthetic generation,2024-01-01
DF_0170,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0170,True,True,True,0.0,3,5,5,4.33,0.82,False,none,0.325,0.501,0.839,physics-constrained synthetic generation,2024-01-01
DF_0171,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0171,True,True,True,0.0,4,5,5,4.67,0.74,False,none,0.33,0.481,0.845,physics-constrained synthetic generation,2024-01-01
DF_0172,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0172,True,True,True,0.0,4,5,4,4.33,0.79,False,none,0.406,0.459,0.826,physics-constrained synthetic generation,2024-01-01
DF_0173,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0173,True,True,True,0.0,4,3,5,4.0,0.81,False,none,0.397,0.446,0.835,physics-constrained synthetic generation,2024-01-01
DF_0174,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0174,True,True,True,0.0,3,3,5,3.67,0.75,False,none,0.398,0.474,0.854,physics-constrained synthetic generation,2024-01-01
DF_0175,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0175,True,True,True,0.0,4,3,5,4.0,0.83,False,none,0.364,0.462,0.828,physics-constrained synthetic generation,2024-01-01
DF_0176,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0176,True,True,True,0.0,5,3,4,4.0,0.74,False,none,0.404,0.501,0.833,physics-constrained synthetic generation,2024-01-01
DF_0177,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0177,True,True,True,0.0,5,5,4,4.67,0.78,False,none,0.337,0.458,0.857,physics-constrained synthetic generation,2024-01-01
DF_0178,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0178,True,True,True,0.0,4,4,3,3.67,0.8,False,none,0.385,0.458,0.854,physics-constrained synthetic generation,2024-01-01
DF_0179,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0179,True,True,True,0.0,5,4,4,4.33,0.74,False,none,0.346,0.488,0.834,physics-constrained synthetic generation,2024-01-01
DF_0180,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0180,True,True,True,0.0,5,4,3,4.0,0.77,False,none,0.331,0.52,0.834,physics-constrained synthetic generation,2024-01-01
DF_0181,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0181,True,True,True,0.0,5,4,5,4.67,0.79,False,none,0.332,0.52,0.829,physics-constrained synthetic generation,2024-01-01
DF_0182,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0182,True,True,True,0.0,4,5,5,4.67,0.83,False,none,0.381,0.458,0.835,physics-constrained synthetic generation,2024-01-01
DF_0183,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0183,True,True,True,0.0,3,5,3,3.67,0.77,False,none,0.352,0.421,0.857,physics-constrained synthetic generation,2024-01-01
DF_0184,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0184,True,True,True,0.0,3,3,4,3.33,0.82,False,none,0.344,0.541,0.827,physics-constrained synthetic generation,2024-01-01
DF_0185,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0185,True,True,True,0.0,5,4,3,4.0,0.77,False,none,0.413,0.522,0.857,physics-constrained synthetic generation,2024-01-01
DF_0186,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0186,True,True,True,0.0,4,4,4,4.0,0.83,False,none,0.358,0.451,0.832,physics-constrained synthetic generation,2024-01-01
DF_0187,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0187,True,True,True,0.0,5,5,5,5.0,0.77,False,none,0.322,0.502,0.825,physics-constrained synthetic generation,2024-01-01
DF_0188,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0188,True,True,True,0.0,4,3,4,3.67,0.76,False,none,0.323,0.507,0.837,physics-constrained synthetic generation,2024-01-01
DF_0189,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0189,True,True,True,0.0,3,5,4,4.0,0.75,False,none,0.395,0.526,0.852,physics-constrained synthetic generation,2024-01-01
DF_0190,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0190,True,True,True,0.0,4,5,5,4.67,0.83,False,none,0.338,0.435,0.844,physics-constrained synthetic generation,2024-01-01
DF_0191,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0191,True,True,True,0.0,5,3,4,4.0,0.77,False,none,0.395,0.446,0.835,physics-constrained synthetic generation,2024-01-01
DF_0192,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0192,True,True,True,0.0,4,4,5,4.33,0.84,False,none,0.359,0.424,0.85,physics-constrained synthetic generation,2024-01-01
DF_0193,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0193,True,True,True,0.0,4,3,5,4.0,0.78,False,none,0.329,0.447,0.821,physics-constrained synthetic generation,2024-01-01
DF_0194,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0194,True,True,True,0.0,5,3,4,4.0,0.78,False,none,0.365,0.484,0.827,physics-constrained synthetic generation,2024-01-01
DF_0195,demand_forecasting,train,multi_step,hard,IEEE-14,SCN_DF_0195,True,True,True,0.0,3,3,5,3.67,0.78,False,none,0.361,0.528,0.844,physics-constrained synthetic generation,2024-01-01
DF_0196,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0196,True,True,True,0.0,5,4,4,4.33,0.82,False,none,0.311,0.478,0.841,physics-constrained synthetic generation,2024-01-01
DF_0197,demand_forecasting,train,reasoning,medium,IEEE-14,SCN_DF_0197,True,True,True,0.0,4,5,3,4.0,0.8,False,none,0.324,0.484,0.83,physics-constrained synthetic generation,2024-01-01
DF_0198,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0198,True,True,True,0.0,5,3,3,3.67,0.77,False,none,0.358,0.46,0.824,physics-constrained synthetic generation,2024-01-01
DF_0199,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0199,True,True,True,0.0,5,4,4,4.33,0.76,False,none,0.383,0.523,0.858,physics-constrained synthetic generation,2024-01-01
DF_0200,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0200,True,True,True,0.0,4,3,4,3.67,0.84,False,none,0.312,0.533,0.855,physics-constrained synthetic generation,2024-01-01
DF_0201,demand_forecasting,train,multi_step,hard,IEEE-14,SCN_DF_0201,True,True,True,0.0,5,3,3,3.67,0.75,False,none,0.337,0.474,0.823,physics-constrained synthetic generation,2024-01-01
DF_0202,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0202,True,True,True,0.0,5,3,4,4.0,0.83,False,none,0.363,0.444,0.836,physics-constrained synthetic generation,2024-01-01
DF_0203,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0203,True,True,True,0.0,5,4,5,4.67,0.81,False,none,0.398,0.517,0.823,physics-constrained synthetic generation,2024-01-01
DF_0204,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0204,True,True,True,0.0,5,4,3,4.0,0.75,False,none,0.365,0.522,0.836,physics-constrained synthetic generation,2024-01-01
DF_0205,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0205,True,True,True,0.0,4,5,4,4.33,0.82,False,none,0.315,0.488,0.826,physics-constrained synthetic generation,2024-01-01
DF_0206,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0206,True,True,True,0.0,3,3,5,3.67,0.78,False,none,0.34,0.508,0.85,physics-constrained synthetic generation,2024-01-01
DF_0207,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0207,True,True,True,0.0,4,3,4,3.67,0.78,False,none,0.366,0.428,0.839,physics-constrained synthetic generation,2024-01-01
DF_0208,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0208,True,True,True,0.0,4,5,3,4.0,0.78,False,none,0.353,0.535,0.845,physics-constrained synthetic generation,2024-01-01
DF_0209,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0209,True,True,True,0.0,3,3,5,3.67,0.82,False,none,0.352,0.537,0.831,physics-constrained synthetic generation,2024-01-01
DF_0210,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0210,True,True,True,0.0,3,5,5,4.33,0.8,False,none,0.359,0.473,0.823,physics-constrained synthetic generation,2024-01-01
DF_0211,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0211,True,True,True,0.0,3,4,5,4.0,0.83,False,none,0.356,0.504,0.857,physics-constrained synthetic generation,2024-01-01
DF_0212,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0212,True,True,True,0.0,5,3,4,4.0,0.77,False,none,0.387,0.473,0.847,physics-constrained synthetic generation,2024-01-01
DF_0213,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0213,True,True,True,0.0,5,5,5,5.0,0.83,False,none,0.333,0.468,0.849,physics-constrained synthetic generation,2024-01-01
DF_0214,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0214,True,True,True,0.0,3,3,5,3.67,0.77,False,none,0.377,0.511,0.835,physics-constrained synthetic generation,2024-01-01
DF_0215,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0215,True,True,True,0.0,3,4,5,4.0,0.78,False,none,0.311,0.526,0.847,physics-constrained synthetic generation,2024-01-01
DF_0216,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0216,True,True,True,0.0,5,5,5,5.0,0.79,False,none,0.343,0.428,0.856,physics-constrained synthetic generation,2024-01-01
DF_0217,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0217,True,True,True,0.0,5,4,4,4.33,0.79,False,none,0.316,0.534,0.821,physics-constrained synthetic generation,2024-01-01
DF_0218,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0218,True,True,True,0.0,5,4,5,4.67,0.77,False,none,0.351,0.496,0.846,physics-constrained synthetic generation,2024-01-01
DF_0219,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0219,True,True,True,0.0,4,3,3,3.33,0.84,False,none,0.351,0.43,0.836,physics-constrained synthetic generation,2024-01-01
DF_0220,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0220,True,True,True,0.0,4,5,5,4.67,0.81,False,none,0.394,0.441,0.839,physics-constrained synthetic generation,2024-01-01
DF_0221,demand_forecasting,train,reasoning,medium,IEEE-30,SCN_DF_0221,True,True,True,0.0,5,3,3,3.67,0.76,False,none,0.351,0.537,0.823,physics-constrained synthetic generation,2024-01-01
DF_0222,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0222,True,True,True,0.0,5,4,4,4.33,0.82,False,none,0.367,0.506,0.844,physics-constrained synthetic generation,2024-01-01
DF_0223,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0223,True,True,True,0.0,5,5,5,5.0,0.8,False,none,0.398,0.465,0.834,physics-constrained synthetic generation,2024-01-01
DF_0224,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0224,True,True,True,0.0,4,5,5,4.67,0.82,False,none,0.392,0.532,0.825,physics-constrained synthetic generation,2024-01-01
DF_0225,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0225,True,True,True,0.0,3,4,3,3.33,0.78,False,none,0.398,0.541,0.834,physics-constrained synthetic generation,2024-01-01
DF_0226,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0226,True,True,True,0.0,4,4,5,4.33,0.83,False,none,0.333,0.51,0.851,physics-constrained synthetic generation,2024-01-01
DF_0227,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0227,True,True,True,0.0,3,3,5,3.67,0.78,False,none,0.331,0.521,0.85,physics-constrained synthetic generation,2024-01-01
DF_0228,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0228,True,True,True,0.0,4,4,4,4.0,0.84,False,none,0.32,0.537,0.84,physics-constrained synthetic generation,2024-01-01
DF_0229,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0229,True,True,True,0.0,3,4,5,4.0,0.8,False,none,0.373,0.481,0.846,physics-constrained synthetic generation,2024-01-01
DF_0230,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0230,True,True,True,0.0,5,5,3,4.33,0.78,False,none,0.386,0.426,0.841,physics-constrained synthetic generation,2024-01-01
DF_0231,demand_forecasting,train,multi_step,hard,IEEE-30,SCN_DF_0231,True,True,True,0.0,5,3,4,4.0,0.77,False,none,0.395,0.425,0.848,physics-constrained synthetic generation,2024-01-01
DF_0232,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0232,True,True,True,0.0,5,4,5,4.67,0.76,False,none,0.386,0.448,0.832,physics-constrained synthetic generation,2024-01-01
DF_0233,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0233,True,True,True,0.0,3,5,4,4.0,0.74,False,none,0.328,0.524,0.845,physics-constrained synthetic generation,2024-01-01
DF_0234,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0234,True,True,True,0.0,5,4,5,4.67,0.75,False,none,0.35,0.477,0.821,physics-constrained synthetic generation,2024-01-01
DF_0235,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0235,True,True,True,0.0,5,4,3,4.0,0.77,False,none,0.404,0.424,0.835,physics-constrained synthetic generation,2024-01-01
DF_0236,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0236,True,True,True,0.0,5,4,4,4.33,0.8,False,none,0.401,0.505,0.856,physics-constrained synthetic generation,2024-01-01
DF_0237,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0237,True,True,True,0.0,4,4,5,4.33,0.75,False,none,0.343,0.51,0.838,physics-constrained synthetic generation,2024-01-01
DF_0238,demand_forecasting,train,factual,easy,IEEE-118,SCN_DF_0238,True,True,True,0.0,5,4,3,4.0,0.79,False,none,0.375,0.435,0.834,physics-constrained synthetic generation,2024-01-01
DF_0239,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0239,True,True,True,0.0,4,4,4,4.0,0.8,False,none,0.392,0.49,0.823,physics-constrained synthetic generation,2024-01-01
DF_0240,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0240,True,True,True,0.0,5,4,3,4.0,0.78,False,none,0.374,0.539,0.823,physics-constrained synthetic generation,2024-01-01
DF_0241,demand_forecasting,train,factual,easy,IEEE-30,SCN_DF_0241,True,True,True,0.0,5,5,5,5.0,0.75,False,none,0.348,0.52,0.847,physics-constrained synthetic generation,2024-01-01
DF_0242,demand_forecasting,train,reasoning,medium,IEEE-118,SCN_DF_0242,True,True,True,0.0,4,3,4,3.67,0.8,False,none,0.316,0.422,0.855,physics-constrained synthetic generation,2024-01-01
DF_0243,demand_forecasting,train,multi_step,hard,IEEE-118,SCN_DF_0243,True,True,True,0.0,4,4,5,4.33,0.75,False,none,0.362,0.48,0.848,physics-constrained synthetic generation,2024-01-01
